"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date_extracted","day_of_week","time_extracted","hour_extract"
"3317","Selling #vintage #books and #vinylrecords today: https://t.co/TeW9iB8BpX Edgar Rice Burroughs, #mystery #crime #ClassicalMusic",FALSE,0,NA,2017-08-29 13:44:15,FALSE,NA,"902527317381185536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","excephalopod",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3317,13
"3318","Opera! In the working mood. I hope you'll enjoy it, even it is not finished! #opera #cultuur‚Ä¶ https://t.co/rjXdHBtELk",FALSE,0,NA,2017-08-29 13:41:09,FALSE,NA,"902526536208830464",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","davorduke",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3318,13
"3319","RT @YuvalRonMusic: What is it more: Funny or Sad? 

#music #test #education #ClassicalMusic #Mozart https://t.co/233HxBGBm5",FALSE,0,NA,2017-08-29 13:40:08,FALSE,NA,"902526283548024832",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","teru196463",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3319,13
"3320","#MichaelJosephJackson #MichaelJackson(August 29, 1958 ‚Äì June 25, 2009) #TWIMH

#music #history #musichistory... https://t.co/QEVwtTHaS7",FALSE,0,NA,2017-08-29 13:39:59,FALSE,NA,"902526243303694336",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ruxspizzle",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3320,13
"3321","#Opera stars to perform in Dubai
https://t.co/kEcp2OUcCb
#YusifEyvazov #AnnaNetrebko #ElchinAzizov  #culture https://t.co/JxyloGOkdl",FALSE,0,NA,2017-08-29 13:39:33,FALSE,NA,"902526135908651009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lam_Ismayilova",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3321,13
"3322","Michelle Lynn Johnson aka #MeShellNdegeOcello is 49 today. #TWIMH

#music #history #musichistory‚Ä¶ https://t.co/vAaEYKjble",FALSE,0,NA,2017-08-29 13:39:15,FALSE,NA,"902526061933600773",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ruxspizzle",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3322,13
"3323","RT @PtrPrg: #beautifulflowers  #relaxing #piano #music #ClassicalMusic Enjoy one of my relaxing pianocompositions Ì†ºÌæπ
https://t.co/EKoZtcEIZr‚Ä¶",FALSE,0,NA,2017-08-29 13:39:01,FALSE,NA,"902525999786622976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stellasundays1",4,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3323,13
"3324","LOVE this pin from #goodtimesoutside!! @mec Tailor made for the adventurous opera singer! #opera #soprano #hiking‚Ä¶ https://t.co/ynTwjYERic",FALSE,6,NA,2017-08-29 13:36:05,TRUE,NA,"902525261983318016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caitlinpwood",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3324,13
"3325","Soon: You enjoy @LAOpera take on Georges Bizet's masterpiece, Carmen. Watch live! https://t.co/jZlR02stsr #opera https://t.co/ngw8wdNcAg",FALSE,0,NA,2017-08-29 13:35:06,FALSE,NA,"902525015882702850",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SoonfeedLIVE",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3325,13
"3326","I forgot to mention that @mjleach7 is a fan of #classicalmusic as well - be sure to follow them now.",FALSE,1,NA,2017-08-29 13:31:26,FALSE,NA,"902524093781725184",NA,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>","Stephen_P_Brown",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3326,13
"3327","RT @OdysseyOpera: #ICYMI: All the #hashtags you'll need for the #TrialByFire #opera season: #OOMaid #OOCalais #OOTrial #OOStake #OOGiovanna‚Ä¶",FALSE,0,NA,2017-08-29 13:29:15,FALSE,NA,"902523542104920064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OdysseyOpera",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3327,13
"3328","Should I be applauding now? https://t.co/0mhrth57p5 #ClassicalMusic https://t.co/x9VJz9nr6o",FALSE,2,NA,2017-08-29 13:29:04,FALSE,NA,"902523497896755201",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CIassicalMusic",0,FALSE,FALSE,"-0.17772317","51.50097703",2017-08-29,"Tues",3328,13
"3329","RT @ObserverInt: Our choices for the best #ClassicalMusic of all time https://t.co/KHIULHEJj0 https://t.co/usklGOWYaX",FALSE,0,NA,2017-08-29 13:23:36,FALSE,NA,"902522120600768513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","economics_wire",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3329,13
"3330","Today's album:
#rachmaninov Piano Trio etc.
#gidonkremer et.al. #classicalmusic https://t.co/Hf5EgQa3TO",FALSE,0,NA,2017-08-29 13:22:41,FALSE,NA,"902521889616101376",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","gmoll183",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3330,13
"3331","Please follow @PellegriValerio, another fan of #classicalmusic.",FALSE,0,NA,2017-08-29 13:16:27,FALSE,NA,"902520322414567425",NA,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>","Stephen_P_Brown",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3331,13
"3332","Dear Fan of #classicalmusic - be sure to follow @TansuGur_!",FALSE,0,NA,2017-08-29 13:16:27,FALSE,NA,"902520320640339968",NA,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>","Stephen_P_Brown",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3332,13
"3333","RT @opera_cosmetics: Summer Gift from ‚Ä¶ ‚ô°

#OPERACOSMETICS
#OPERA
#„Ç™„Éö„É©
#SHEERLIPCOLOR
#LIPGROSS
#„É™„ÉÉ„Éó„Ç∞„É≠„Çπ
#„Ç∞„É≠„Çπ
#ÈÄè„Åë„Åò„ÇÖ„Çè„ÉÜ„Ç£„É≥„Éà
#LIPTINT
#„É™„ÉÉ„Éó„ÉÜ„Ç£„É≥„Éà
#‚Ä¶",FALSE,0,NA,2017-08-29 13:14:55,FALSE,NA,"902519934705582080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nPgK7mkrKekPvF0",86,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3333,13
"3334","Happy 76th Birth Anniversary to #jazz #clarinetist/#flutist/#saxophonist /#composer #BennieMaupin !

#bassclarinet‚Ä¶ https://t.co/d8tvr2PFy2",FALSE,0,NA,2017-08-29 13:11:44,TRUE,NA,"902519134017159170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AquilMizan",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3334,13
"3335","RT @MarceloBufacchi: Brahms: Variations on a Theme by Haydn - Budapest Festival Orchestra - Ivan Fischer (Cond.) #Classicalmusic
https://t.‚Ä¶",FALSE,0,NA,2017-08-29 13:11:40,FALSE,NA,"902519118720577537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NormandoPhil",8,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3335,13
"3336","RT @ModernSingerMag: How has #opera changed over the generations and where is it headed? Candice Shaughnessy shares her thoughts. https://t‚Ä¶",FALSE,0,NA,2017-08-29 13:11:11,FALSE,NA,"902518997832355840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanKatus",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3336,13
"3337","RT @BASCA_uk: Only 1 week to go until our evening event with legendary #composer Mike Gibbs. Get your ticks. (FREE for members) &gt;&gt; https://‚Ä¶",FALSE,0,NA,2017-08-29 13:10:30,FALSE,NA,"902518825895198721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PRSforMusic",6,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3337,13
"3338","3 weeks today, The Current Agenda. Looking forward to sharing these #socialjustice pieces with the world #composer https://t.co/iEx9AMuYNU",FALSE,0,NA,2017-08-29 13:10:12,FALSE,NA,"902518749265362944",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","frankhorvat",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3338,13
"3339","Today's performance at #ChopinijegoEuropa Live radio broadcast starts at 17:00, follow the link to the‚Ä¶ https://t.co/1lyW9Lk1SY",FALSE,3,NA,2017-08-29 13:10:02,TRUE,NA,"902518709398491136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Orchestra18c",4,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3339,13
"3340","RT @today_classical: #Today in 1952 FP of John #Cage's 4:33 for any instrument, in Woodstock, NY. #MusicHistory #classicalmusic https://t.c‚Ä¶",FALSE,0,NA,2017-08-29 13:08:29,FALSE,NA,"902518316740304897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","knights_fk",18,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3340,13
"3341","Listen to @MatthanBlack chat about #singing on the most recent @curiositydotcom #podcast!!! #opera #music #singer https://t.co/TMnZ5oe2gg",FALSE,2,NA,2017-08-29 13:07:28,FALSE,NA,"902518063551172608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RossCrean",1,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3341,13
"3342","Only 1 week to go until our evening event with legendary #composer Mike Gibbs. Get your ticks. (FREE for members) &gt;‚Ä¶ https://t.co/TOiCCGi4AZ",FALSE,8,NA,2017-08-29 13:07:26,TRUE,NA,"902518053828788225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BASCA_uk",6,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3342,13
"3343","@ToshiSabrii &amp; @ShaaribToshi explains why it is important to learn #ClassicalMusic amid their interactive session w‚Ä¶ https://t.co/clbRYsiO33",FALSE,1,"ToshiSabrii",2017-08-29 13:06:20,TRUE,NA,"902517777528832001","170608518","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TStageWorks",2,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3343,13
"3344","What is it more: Funny or Sad? 

#music #test #education #ClassicalMusic #Mozart https://t.co/233HxBGBm5",FALSE,1,NA,2017-08-29 13:00:04,FALSE,NA,"902516200248229888",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","YuvalRonMusic",1,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3344,13
"3345","How has #opera changed over the generations and where is it headed? Candice Shaughnessy shares her thoughts.‚Ä¶ https://t.co/pHpz7RrGNw",FALSE,2,NA,2017-08-29 13:00:04,TRUE,NA,"902516200051286017",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ModernSingerMag",1,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3345,13
"3346","@12deadpixels , #Sound and #media #artist, #sound #designer and #composer. #Researcher https://t.co/UwQt48LWs0",FALSE,0,"12deadpixels",2017-08-29 13:00:00,FALSE,NA,"902516182368083968","83118374","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","doubleviz",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3346,13
"3347","RT @LovelyChyna3: Happy Birthday #MichaelJackson Ì†ºÌæ§ Peace be upon him Ì†ΩÌπè‚ù§ #Writer #Composer #Singer #Dancer #Actor https://t.co/RDiynO0fQ4",FALSE,0,NA,2017-08-29 12:59:37,FALSE,NA,"902516085446119424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XxEpicGeniexX",4,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3347,12
"3348","Shakespeare‚Äôs Globe launches new apprenticeships https://t.co/XixzQhXXVP #ClassicalMusic",FALSE,0,NA,2017-08-29 12:56:03,FALSE,NA,"902515187214819329",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CIassicalMusic",0,FALSE,FALSE,"-0.17772317","51.50097703",2017-08-29,"Tues",3348,12
"3349","RT @today_classical: #Today in 1940 Death od Belgian #pianist and composer Arthur de #Greef #MusicHistory #classicalmusic https://t.co/VtQf‚Ä¶",FALSE,0,NA,2017-08-29 12:55:59,FALSE,NA,"902515170563432448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlotta0920",2,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3349,12
"3350","RT @opera_cosmetics: Summer Gift from ‚Ä¶ ‚ô°

#OPERACOSMETICS
#OPERA
#„Ç™„Éö„É©
#SHEERLIPCOLOR
#LIPGROSS
#„É™„ÉÉ„Éó„Ç∞„É≠„Çπ
#„Ç∞„É≠„Çπ
#ÈÄè„Åë„Åò„ÇÖ„Çè„ÉÜ„Ç£„É≥„Éà
#LIPTINT
#„É™„ÉÉ„Éó„ÉÜ„Ç£„É≥„Éà
#‚Ä¶",FALSE,0,NA,2017-08-29 12:55:02,FALSE,NA,"902514930485571584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","diet00youtube",86,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3350,12
"3351","#Opera &amp; the Age of Arrogance https://t.co/cDWrvErHrM",FALSE,1,NA,2017-08-29 12:53:40,FALSE,NA,"902514587697905665",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","YNHallak",2,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3351,12
"3352","Watch live today's performance at #ChopinijegoEuropa from @ChopinInstitute YouTube from 17:00‚Ä¶ https://t.co/CpzOEn4SHk",FALSE,2,NA,2017-08-29 12:53:03,TRUE,NA,"902514433930481664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Orchestra18c",3,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3352,12
"3353","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:52:50,FALSE,NA,"902514380524457984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoyalPromise",39,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3353,12
"3354","RT @today_classical: #Today in 1952 FP of John #Cage's 4:33 for any instrument, in Woodstock, NY. #MusicHistory #classicalmusic https://t.c‚Ä¶",FALSE,0,NA,2017-08-29 12:51:36,FALSE,NA,"902514069592305664",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MuzibaoFT",18,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3354,12
"3355","Need a laugh to start your day? Here ya go! Laughter is good medicine. Ì†ΩÌ∏Å #music #composer‚Ä¶ https://t.co/XzM6mEIGWO",FALSE,1,NA,2017-08-29 12:51:32,FALSE,NA,"902514050885713920",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TrishCausey",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3355,12
"3356","RT @WalesIAV: Students have started arriving for our #wiav #opera #SummerSchool We can't wait to get started this afternoon!",FALSE,0,NA,2017-08-29 12:49:48,FALSE,NA,"902513614845861888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UniWales",3,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3356,12
"3357","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:49:23,FALSE,NA,"902513510592036866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niholas_a",39,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3357,12
"3358","RT @Aida_S_Haughton: Thank you @RoyalOperaHouse for making my first #opera experience so wonderful! #MagicFlute #sot2021 #BigFeast17 https:‚Ä¶",FALSE,0,NA,2017-08-29 12:46:17,FALSE,NA,"902512728669118464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","scifigeekess",5,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3358,12
"3359","RT @TheOperaCEO: Hear D'Andrea Pelletier sing the best version of #Summertime #PorgyandBess #Opera https://t.co/hv3yCeKpRu https://t.co/mxi‚Ä¶",FALSE,0,NA,2017-08-29 12:44:00,FALSE,NA,"902512157870477313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjsGuitario",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3359,12
"3360","RT @LeedsUniLLC: TOMORROW @LULGalleries #event with @NorthernOpera looking at #opera production in 18th century, #FREE but book ahead https‚Ä¶",FALSE,0,NA,2017-08-29 12:43:20,FALSE,NA,"902511987757916160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NorthernOpera",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3360,12
"3361","RT @Aida_S_Haughton: Thank you @RoyalOperaHouse for making my first #opera experience so wonderful! #MagicFlute #sot2021 #BigFeast17 https:‚Ä¶",FALSE,0,NA,2017-08-29 12:36:33,FALSE,NA,"902510279199780864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","harryatherton24",5,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3361,12
"3362","RT @today_classical: #Today in 1661 Death of French #composer, harpsichordist, and organist Louis #Couperin. #MusicHistory #classicalmusic‚Ä¶",FALSE,0,NA,2017-08-29 12:36:04,FALSE,NA,"902510158051385344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VAPAJeannine",12,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3362,12
"3363","RT @monicaturoni: Among the Instrumental Teachers at Reid School of Music Ì†ºÌæº @eca_edinburgh #harp #music #Edinburgh #ClassicalMusic",FALSE,0,NA,2017-08-29 12:35:07,FALSE,NA,"902509921614385152",NA,"<a href=""https://twitter.com/JiveEdinburgh"" rel=""nofollow"">JiveEdinburgh</a>","JiveEdinburgh",1,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3363,12
"3364","Any #BrunoMars #fans? =) #music #musician #composer #popular #msg #nyc #hankrizy @ Madison‚Ä¶ https://t.co/rCeDqaEuV3",FALSE,0,NA,2017-08-29 12:33:32,FALSE,NA,"902509520345337856",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","hankrizy",0,FALSE,FALSE,"-73.9934387","40.7505045",2017-08-29,"Tues",3364,12
"3365","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:33:30,FALSE,NA,"902509513693052929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sergeiprokopiev",39,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3365,12
"3366","RT @opera_cosmetics: Summer Gift from ‚Ä¶ ‚ô°

#OPERACOSMETICS
#OPERA
#„Ç™„Éö„É©
#SHEERLIPCOLOR
#LIPGROSS
#„É™„ÉÉ„Éó„Ç∞„É≠„Çπ
#„Ç∞„É≠„Çπ
#ÈÄè„Åë„Åò„ÇÖ„Çè„ÉÜ„Ç£„É≥„Éà
#LIPTINT
#„É™„ÉÉ„Éó„ÉÜ„Ç£„É≥„Éà
#‚Ä¶",FALSE,0,NA,2017-08-29 12:33:04,FALSE,NA,"902509406524366850",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haku87present",86,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3366,12
"3367","TOMORROW @LULGalleries #event with @NorthernOpera looking at #opera production in 18th century, #FREE but book ahead https://t.co/MoIj10DMm1",FALSE,2,NA,2017-08-29 12:30:25,FALSE,NA,"902508738891931648",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LeedsUniLLC",1,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3367,12
"3368","Among the Instrumental Teachers at Reid School of Music Ì†ºÌæº @eca_edinburgh #harp #music #Edinburgh #ClassicalMusic",FALSE,0,NA,2017-08-29 12:29:10,FALSE,NA,"902508421890625537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","monicaturoni",1,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3368,12
"3369","#Vivaldi : Concerto ""Ripieno"" pour cordes et bc - Orch Baroque Fribourg / T.Hengelbrock .#Radio #classicalmusic",FALSE,1,NA,2017-08-29 12:28:25,FALSE,NA,"902508235600650241",NA,"<a href=""http://www.zenon-media.com/"" rel=""nofollow"">MetadataExport</a>","ClassiqueLive",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3369,12
"3370","Save on Sheet Music @ https://t.co/MZ7SEQl5uH #musicians #music #SheetMusic #Musicals #musicmaker #piano‚Ä¶ https://t.co/cdknedyVHu",FALSE,1,NA,2017-08-29 12:28:00,TRUE,NA,"902508130734665730",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DigitalDistrib1",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3370,12
"3371","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:27:22,FALSE,NA,"902507968901480449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sergeiprokopiev",31,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3371,12
"3372","RT @billbrownmusic: More new music coming soon.. #filmmusic #composer‚Ä¶ https://t.co/vC1vy5IXRA",FALSE,0,NA,2017-08-29 12:27:17,FALSE,NA,"902507948009652224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghostcatbce",5,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3372,12
"3373","""Afro Brazilian Voyage"" By Luiz Santos 

 https://t.co/6goDJlrP7U 

Support Creative Music! #jazz #drums #nyc #composer #art",FALSE,0,NA,2017-08-29 12:27:07,FALSE,NA,"902507905416654850",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","LuizSantosdrums",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3373,12
"3374","RT @sumijo2011: Getting ready for the stage of the  Mythos #Opera Festival #Taormina Ì†ºÌ∑ÆÌ†ºÌ∑π #Sicily  #OperaSingers https://t.co/5Ru4t2XIcO",FALSE,0,NA,2017-08-29 12:26:18,FALSE,NA,"902507703565553666",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sergeiprokopiev",9,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3374,12
"3375","RT @lev_michael: Photo By Tomo Ardya | Unsplash 
 #classicalmusic #music https://t.co/zkmmJi62qv",FALSE,0,NA,2017-08-29 12:26:06,FALSE,NA,"902507649773789184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mistwiter",3,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3375,12
"3376","The conclusion to a dark story.  
#rock #metal #prog #brooklyn #nyc #scifi #music #song #summer #composer #clotoco 
https://t.co/C2wlrGNt3J",FALSE,1,NA,2017-08-29 12:26:05,FALSE,NA,"902507649081729024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SV5K",0,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3376,12
"3377","RT @WalesIAV: Students have started arriving for our #wiav #opera #SummerSchool We can't wait to get started this afternoon!",FALSE,0,NA,2017-08-29 12:21:56,FALSE,NA,"902506601160081408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UWTSD",3,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3377,12
"3378","Sharing Chopin‚Äôs Poetry https://t.co/hcK9zMDfND #ClassicalMusic https://t.co/ng5U5BeFtA",FALSE,2,NA,2017-08-29 12:20:35,FALSE,NA,"902506263732338689",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CIassicalMusic",0,FALSE,FALSE,"-0.17772317","51.50097703",2017-08-29,"Tues",3378,12
"3379","Hear D'Andrea Pelletier sing the best version of #Summertime #PorgyandBess #Opera https://t.co/hv3yCeKpRu https://t.co/mxiMYjdmcD",FALSE,1,NA,2017-08-29 12:20:23,FALSE,NA,"902506211718946817",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","TheOperaCEO",1,FALSE,FALSE,NA,NA,2017-08-29,"Tues",3379,12
"3380","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:20:04,FALSE,NA,"902506134740840448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OPERAnauts",31,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3380,12
"3381","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:16:06,FALSE,NA,"902505132880887808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adukuf_T",39,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3381,12
"3382","RT @MarceloBufacchi: Brahms: Variations on a Theme by Haydn - Martha Argerich &amp; Daniel Rivera #piano #classicalmusic (Arezzo 2015)
https://‚Ä¶",FALSE,0,NA,2017-08-29 12:16:01,FALSE,NA,"902505113209712640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josepestape",17,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3382,12
"3383","RT @The_music_gala: Josef Danhauser, #Liszt at the Piano (1840).

#painting #art #music #composer https://t.co/M5qumCHzN9",FALSE,0,NA,2017-08-29 12:15:56,FALSE,NA,"902505094729658372",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarceloBufacchi",7,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3383,12
"3384","RT @MMATOpera: Have a ticket but can't make the
#Opera #Ballet #Theatre?
Share it with your club members at:
https://t.co/RZilOXxQcV https:‚Ä¶",FALSE,0,NA,2017-08-29 12:15:54,FALSE,NA,"902505083212050432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FoodFashionArt",39,TRUE,FALSE,NA,NA,2017-08-29,"Tues",3384,12
